Req_ID,File_ID,File_Size
176470151,12434132,19517
176471324,11478013,2303
176471705,11717487,4467
176472506,8643734,132
176472655,6408056,147
176472731,6408056,147
176474908,9843126,8930
176475239,4187199,5034
176475619,6862099,8217
176475967,2813148,781
176476199,4749342,31459
176477395,1674185,3629
176477589,13857813,15684
176478314,11272211,8867
176478689,9161135,8776
176479857,5012549,11577
176480485,10003775,2980
176480944,5204466,5797
176481291,637724 5,118
176482265,7150142,42297
176483610,3620662,597
176484438,4343641,274847
176484445,7622199,140
176484628,10003775,2980
176484695,6408056,147
176484792,13000940,11580
176485357,3920523,26770
176485364,12386407,13353
176485731,3358018,9789
176485917,7552792,730
176486129,2897514,1417
176486311,7680219,599
176487128,6408056,147
176487959,1825851,11155
176489128,1674185,3629
176489254,3920523,26770
176489781,7683915,12266
176490991,13263074,8433
176491520,6408056,147
176491560,4781590,509
176492084,6408056,147
176492480,2778465,6630
176492532,3920523,26770
176492768,6408056,147
176493488,10896828,519
176495546,6408056,147
176495593,7545140,11452
176496141,6408056,147
176496194,6408056,147
176496674,6408056,147
176496806,12434132,19517
176497004,12135827,6596
176497294,838599 9,731
176497482,7955606,196
176499118,11753447,1822
176499593,3478839,303
176500527,10950790,10059
176500645,12434132,19517
176501358,3934361,1467
176501756,5917689,56212
176502946,733964 4,86
176503000,4781590,509
176503930,13626660,10874
176504853,130149 1,607149
176505041,13150599,78213
176505776,1265602,1602
176506704,6408056,147
176507264,10542230,319
176507327,2785972,6002
176507538,25445 15,747
176509153,637724 5,118
176509510,7040763,684
176509662,1674185,3629
176510118,6408056,147
176510573,10341233,3551
176510607,6408056,147
176510952,6408056,147
176511140,2778357,122
176511629,11033015,32572
176511874,238169 1,705
176512169,6408056,147
176512364,1674185,3629
176512551,7356185,6489
176512664,7622199,140
176513455,2759864,5905
176513847,7405732,1564
176514885,7040763,684
176515987,9161135,8776
176516266,13264797,16412
176516992,1674185,3629
176517470,4749342,31459
176517651,7795524,45825
176518359,6408056,147
176518378,4681900,13079
176518913,2778357,122
176519761,6639194,66895
176520450,7040763,684
176520589,10896828,519
176520765,3049843,348
176520832,5478900,1474
176522882,1449370,31405
176523813,6408056,147
176524365,6408056,147
176525414,6408056,147
176525614,13497658,4156
176526486,7901138,122
176528054,6408056,147
176529318,6408056,147
176530269,4380751,11118
176530452,7622199,140
176531045,1674185,3629
176531234,7040763,684
176531297,7901138,122
176531613,6408056,147
176531940,6408056,147
176531976,4781590,509
176532633,1674185,3629
176532891,8960758,10216
176533003,10950790,10059
176533273,6408056,147
176534199,1326714,1025
176535116,6408056,147
176535360,6639194,66895
176536347,10351321,13775
176537147,2816412,15993
176537743,7040763,684
176538079,1674185,3629
176539091,1674185,3629
176539652,1674185,3629
176539677,9742976,1715
176540117,2778357,122
176540287,12015944,14648
176540335,11641826,9855
176541121,2778357,122
176542231,7622199,140
176542461,6408056,147
176542829,7324153,5769
176544410,6408056,147
176545144,3620662,597
176546084,1674185,3629
176546120,9757682,18691
176546343,6408056,147
176546968,6408056,147
176547803,3568827,172
176548138,6498101,16933
176548292,6408056,147
176548346,2688748,7102
176548351,5287398,7140
176548569,12434132,19517
176548658,1674185,3629
176548765,4252232,8496
176548995,13823962,17677
176550281,861746 5,161
176550559,1674185,3629
176551335,12397922,1744
176551427,6408056,147
176551956,7405732,1564
176553835,6408056,147
176555193,12397922,1744
176555757,1674185,3629
176557726,4185259,9225
176558372,6408056,147
176558617,6075245,9854
176559300,238169 1,705
176559559,135478 2,250
176559845,6408056,147
176560042,2778357,122
176560397,7622199,140
176560554,72304 24,540
176561482,1186374,12234
176561995,9742976,1715
176562866,1674185,3629
176563304,6408056,147
176563358,1674185,3629
176563606,8815461,15238
176563872,1674185,3629
176564519,3920523,26770
176564896,1674185,3629
176565122,6408056,147
176565720,2778357,122
176565748,6408056,147
176565927,4745254,18989
176565987,7315703,41289
176566104,7955606,196
176566595,1674185,3629
176567418,1674185,3629
176567540,13621708,2134
176567749,9742976,1715
176568314,6408056,147
176568435,1674185,3629
176569292,4781590,509
176569321,1674185,3629
176570060,1674185,3629
176570765,9647484,14046
176572772,6408056,147
176572857,13111863,10500
176573560,3049843,348
176574400,6408056,147
176574793,6408056,147
176575143,6408056,147
176575186,5466437,1289
176575993,1674185,3629
176576847,2430867,19741
176577958,13858402,14659
176578676,6408056,147
176578977,5995067,29820
176579201,6408056,147
176579968,5303932,18098
176580014,13858402,14659
176580300,6408056,147
176580957,12811895,2074
176582266,6408056,147
176582295,7795524,45825
176582543,1674185,3629
176583076,13857813,15684
176583115,7939803,17460
176583334,1674185,3629
176583660,3920523,26770
176583789,6408056,147
176585612,10344074,3960
176585658,7040763,684
176586003,3285482,1131
176586079,6408056,147
176586305,2375214,21233
176586463,4749342,31459
176586557,8539088,1890
176587403,1136285,7723
176587410,11717487,4467
176589536,5210755,67881
176590538,12434132,19517
176590620,7150142,42297
176590965,12434132,19517
176591464,6079069,9321
176593447,3517078,372
176593699,5360235,62713
176593984,10341233,3551
176594657,6408056,147
176594899,6408056,147
176594933,10289916,127
176595156,1674185,3629
176597128,6408056,147
176597660,12434132,19517
176599280,1541284,14874
176600784,6408056,147
176601981,1500364,4208
176602281,11189142,9696
176602328,9748814,303
176602888,7040763,684
176603007,637724 5,118
176604469,8287828,451
176604696,7150142,42297
176604903,9772149,15034
176605534,8603259,676
176605838,10542230,319
176605943,6408056,147
176606359,1674185,3629
176607041,9284471,15580
176608074,8448476,8341
176608981,2319814,8111
176610249,6408056,147
176611766,6408056,147
176612935,6408056,147
176613266,4321946,4979635
176613395,7405732,1564
176614216,1265602,1602
176614649,6408056,147
176614997,9843126,8930
176615292,6408056,147
176616305,9547965,72640
176616352,1674185,3629
176618348,12923650,37108
176618463,2778357,122
176619085,12118779,128801
176619769,4451845,10452
176619907,13621708,2134
176620142,13029550,874
176620847,7939803,17460
176620958,9704607,7915
176621479,1674185,3629
176621716,405662 1,5898
176624920,1674185,3629
176625304,13823962,17677
176625414,12129362,3100
176625762,444784 5,814
176627716,13397505,1155
176628101,3793473,12247
176628635,1674185,3629
176629508,384425 2,3450
176629719,6408056,147
176629726,6892254,10526
176630007,6639194,66895
176630141,9704607,7915
176630250,5721365,25351
176631184,10509872,121312
176631273,6408056,147
176631651,6408056,147
176631790,875790 1,3850
176631978,1674185,3629
176632385,6797625,7699
176632439,3410753,2410
176633018,2815907,47846
176633521,12118779,128801
176634373,7040763,684
176635846,7405732,1564
176636746,7040763,684
176636856,1674185,3629
176637046,1674185,3629
176637102,2897514,1417
176637267,9742976,1715
176637726,7040763,684
176638440,3207154,22880
176638462,6408056,147
176639240,13858402,14659
176639372,2778357,122
176640269,7405732,1564
176641424,733964 4,86
176642821,3920523,26770
176643906,6408056,147
176644290,12929352,31819
176646070,6408056,147
176646820,1271796,3994
176647504,5322030,245913
176647867,7405732,1564
176648154,11753447,1822
176648217,11350088,4197
176649424,6408056,147
176651837,1674185,3629
176652091,1674185,3629
176652727,4524679,6351
176653170,10542230,319
176653295,13621708,2134
176653927,7040763,684
176654162,1674185,3629
176654476,3920523,26770
176655163,1674185,3629
176655306,7040763,684
176657270,3478839,303
176658560,12434132,19517
176658714,1674185,3629
176658893,7040763,684
176659373,6408056,147
176659606,7040763,684
176660440,5466437,1289
176661130,11753447,1822
176661550,2571673,725
176662717,7405732,1564
176666300,11561518,222
176666339,13000940,11580
176667308,2778357,122
176667334,9704607,7915
176667644,9443381,118089
176669533,1674185,3629
176669982,11164951,2694
176670797,6210712,14854
176671671,6408056,147
176672852,130149 1,607149
176674245,7152772,3696
176674960,7405732,1564
176675014,10926536,6453
176677472,955491 3,53
176677861,9647484,14046
176679437,5107446,5083
176679668,6639194,66895
176680260,11753447,1822
176681310,4252232,8496
176682373,13815668,28619
176682456,6408056,147
176682573,1326714,1025
176682594,2892960,17529
176683471,12114477,3512
176684786,11502815,14537
176686095,1674185,3629
176687926,2778357,122
176688159,72304 24,540
176688438,6408056,147
176688454,6408056,147
176688467,7040763,684
176689154,10496605,18594
176689317,1272280,3042
176689810,4145826,15741
176690393,1374031,63748
176690778,1674185,3629
176690837,7040763,684
176690942,3934361,1467
176692234,12980610,13697
176692535,238169 1,705
176692760,7405732,1564
176692840,3617634,214
176693378,10902754,12166
176694097,1362595,2460014
176694263,405662 1,5898
176694944,7955606,196
176695069,4236969,837
176695278,6408056,147
176696312,1303589,3515
176696380,6408056,147
176696423,7622199,140
176696605,11753447,1822
176697125,990884 1,7458
176697340,1674185,3629
176697920,12147501,9348
176698099,7405732,1564
176698819,1674185,3629
176699422,5360235,62713
176699907,6408056,147
176700117,8270085,50737
176701676,6075245,9854
176701708,6408056,147
176702292,6408056,147
176702494,2897514,1417
176703999,238169 1,705
176704712,6408056,147
176705463,7901138,122
176705648,1674185,3629
176706598,6408056,147
176707626,4723036,2899
176707742,3717280,14630
176707767,1674185,3629
176707995,7049692,4614
176709203,7450484,966
176709245,6408056,147
176709851,2897514,1417
176710127,7338363,14337
176710455,1674185,3629
176710580,6408056,147
176712124,2897514,1417
176712857,9757682,18691
176712884,13397505,1155
176713507,3024395,584
176713764,8323738,3739
176714703,13900924,34095
176714906,6237498,19794
176715765,1674185,3629
176716635,11430252,20966
176716944,11589326,5100
176717980,6408056,147
176718479,6408056,147
176718486,6639194,66895
176719141,3920523,26770
176719153,6237498,19794
176719284,2301 511,46
176720245,7901138,122
176720426,6517356,6345
176721327,8735452,2985
176722584,1674185,3629
176722688,6408056,147
176722911,6408056,147
176723152,1674185,3629
176723948,4252232,8496
176724534,2778357,122
176724630,4781590,509
176724772,6408056,147
176724923,3207154,22880
176725566,12135827,6596
176726250,6408056,147
176726472,3049843,348
176727078,11478013,2303
176729504,8643734,132
176732183,11753447,1822
176732292,9742976,1715
176732476,10187313,13506
176732596,2738854,11233
176732970,11753447,1822
176734349,10950790,10059
176734469,12397922,1744
176734988,13397505,1155
176735024,6408056,147
176735381,12811895,2074
176735662,238169 1,705
176737197,2897514,1417
176737681,6408056,147
176738020,2897514,1417
176738157,7622199,140
176738342,1674185,3629
176738637,13626660,10874
176739515,6408056,147
176740987,6408056,147
176741146,7405732,1564
176741149,1674185,3629
176743211,6408056,147
176743295,1113798,13405
176743348,12929352,31819
176743359,1674185,3629
176743576,1674185,3629
176743784,4252232,8496
176744300,7885022,24147
176744703,6408056,147
176744949,10896828,519
176745661,7040763,684
176745706,3920523,26770
176745752,1674185,3629
176746730,1674185,3629
176747085,6408056,147
176747407,6408056,147
176747467,10896828,519
176748615,1674185,3629
176749125,11350088,4197
176749537,11753447,1822
176749724,12434132,19517
176750028,10351321,13775
176750407,6408056,147
176750484,1674185,3629
176752451,5117643,1253
176753489,637724 5,118
176753633,241776 1,7559
176753763,7956195,350
176753824,10896828,519
176753928,1674185,3629
176754433,7150142,42297
176755520,12811895,2074
176755533,5923502,15951
176755756,9742976,1715
176756081,9742976,1715
176756360,7040763,684
176757917,3920523,26770
176758547,6408056,147
176758557,1674185,3629
176759881,6408056,147
176760497,3114784,8112
176760693,1674185,3629
176760922,9742976,1715
176762524,4867202,22691
176762618,9742976,1715
176765009,3934361,1467
176765091,6408056,147
176765273,12811895,2074
176765570,6408056,147
176766517,7955606,196
176766582,1674185,3629
176768095,13823962,17677
176768684,7150142,42297
176770099,1674185,3629
176770593,7040763,684
176770893,9284471,15580
176771025,6408056,147
176771806,3920523,26770
176773000,9742976,1715
176773442,6408056,147
176773733,12980610,13697
176774023,2627930,20378
176774323,5044209,29158
176774588,3920523,26770
176775423,1674185,3629
176775779,1113798,13405
176776349,3285482,1131
176778891,10069518,620
176780454,13605389,3423
176782223,6408056,147
176783393,1674185,3629
176784042,3620662,597
176784122,9742976,1715
176784511,1265602,1602
176785320,7405732,1564
176785597,6408056,147
176786411,1674185,3629
176787167,6408056,147
176788029,5466437,1289
176788375,6408056,147
176788477,6408056,147
176789071,10509872,121312
176789109,2892960,17529
176789277,1674185,3629
176789550,10081128,17732
176791086,2130626,5698
176791195,10950790,10059
176791268,861746 5,161
176791792,7622199,140
176792536,12291389,15406
176792558,1674185,3629
176793156,6639194,66895
176793608,9742976,1715
176793840,9742976,1715
176794715,7995707,2550
176797193,5204466,5797
176799299,7901138,122
176799540,11350088,4197
176799697,1674185,3629
176800671,11753447,1822
176800767,12412155,18272
176800797,3934361,1467
176801327,7622199,140
176802296,9284471,15580
176803047,1674185,3629
176803139,9704607,7915
176805057,13621708,2134
176805906,8479234,462
176805965,11443768,21372
176806183,7405732,1564
176806882,1674185,3629
176807517,5769201,2050
176808388,1674185,3629
176808449,1674185,3629
176808794,6408056,147
176809092,1674185,3629
176809118,6408056,147
176809648,2375214,21233
176810118,1674185,3629
176811292,6408056,147
176811574,3920523,26770
176812213,5026747,16278
176813215,13927696,10198
176813797,1326714,1025
176814222,1674185,3629
176814535,5117643,1253
176814785,6405117,11437
176814824,6408056,147
176815436,4825522,80323
176815797,1674185,3629
176815944,1674185,3629
176816618,13397505,1155
176816772,1674185,3629
176817006,12397913,4659
176817054,1674185,3629
176817921,7901138,122
176818505,1418955,7424
176819309,6408056,147
176819361,4135896,8492
176820387,11189123,560
176820724,6408056,147
176820942,8643734,132
176822608,13900924,34095
176823295,12135827,6596
176824502,2400452,7514
176824883,6819079,17345
176825682,5525972,92389
176827013,1674185,3629
176827212,7040763,684
176827836,4965740,3333
176829609,11399926,19916
176830397,1674185,3629
176830757,2310879,4923
176830765,2897514,1417
176830784,2778357,122
176831015,11769724,8911
176831767,12398006,119733
176831943,6408056,147
176833385,8673062,10859
176834079,7267357,12234
176834958,7955606,196
176836742,13621708,2134
176836835,11502815,14537
176836933,6408056,147
176836989,7405732,1564
176837108,3049843,348
176837747,7955606,196
176838591,238169 1,705
176839388,1326714,1025
176839775,6408056,147
176840419,1674185,3629
176841746,7661135,9471
176842325,6408056,147
176842384,12998347,215
176842773,11429308,6054
176843084,7405732,1564
176843386,9633893,29517
176844780,12606450,959
176844964,135478 2,250
176845650,6408056,147
176846557,1674185,3629
176846648,4306893,9420
176847586,1661128,7740
176847767,13597327,26553
176849080,6408056,147
176850223,1674185,3629
176850879,3394874,6106
176851332,8603259,676
176851649,3920523,26770
176851949,1326714,1025
176852413,1674185,3629
176852473,7405732,1564
176852832,7622199,140
176854128,2892960,17529
176855174,7040763,684
176856940,2907092,4341
176857213,3114784,8112
176857825,6408056,147
176858002,3708455,21493
176858564,8254197,1423
176859219,10003775,2980
176859445,1674185,3629
176859852,3793473,12247
176860570,7901138,122
176861503,7405732,1564
176862036,2384309,11255
176863121,1674185,3629
176864169,1674185,3629
176864586,10910402,11444
176864664,7040763,684
176865225,9141191,11676
176865593,13858402,14659
176865615,7754743,18336
176865856,6954699,3677
176865949,7062004,7674
176866861,7955606,196
176866880,6408056,147
176867554,6408056,147
176868792,11753447,1822
176869961,6408056,147
176870037,7545140,11452
176870460,6408056,147
176870935,13823962,17677
176871168,6408056,147
176872095,9149427,654
176872754,5322030,245913
176873099,12998347,215
176874844,1674185,3629
176875475,5466437,1289
176876993,11759108,5072
176877330,11189123,560
176877975,11870733,343
176878191,1449370,31405
176879522,1674185,3629
176881833,6408056,147
176882488,6408056,147
176882847,6408056,147
176882899,1674185,3629
176883333,13823962,17677
176883600,1674185,3629
176884836,5644228,144
176885101,6408056,147
176885132,9742976,1715
176885351,249053 2,506
176885467,1674185,3629
176886082,6408056,147
176886154,1674185,3629
176886164,1674185,3629
176889639,955491 3,53
176890682,2778357,122
176890860,6408056,147
176892442,3049843,348
176892924,9284471,15580
176893078,9818454,2622
176893211,9704607,7915
176893614,8332110,107
176893689,2778357,122
176893717,10267533,9801
176894921,3920523,26770
176894941,10910402,11444
176895431,1674185,3629
176896119,13858402,14659
176899496,5360235,62713
176899887,3049843,348
176899982,13597327,26553
176900980,6408056,147
176901996,6408056,147
176902489,6408056,147
176903371,3478839,303
176903818,734642 2,819
176904136,7405732,1564
176904171,7040763,684
176905228,10017733,10751
176905816,366922 6,72
176906625,6408056,147
176906658,1541284,14874
176907824,2897514,1417
176907850,1674185,3629
176908516,9141191,11676
176908618,6408056,147
176908675,1674185,3629
176908765,1674185,3629
176908913,3793473,12247
176909021,6683332,3722
176909028,4323592,36672
176909131,4252232,8496
176909561,6408056,147
176910453,1674185,3629
176910853,955491 3,53
176910892,1674185,3629
176910975,11410883,11333
176911222,11753447,1822
176911423,9547965,72640
176911538,6408056,147
176912442,7995707,2550
176913133,7040763,684
176913645,1674185,3629
176914314,1674185,3629
176914453,13676719,11141
176914775,1674185,3629
176915073,4985312,642
176915270,13454047,14017
176915275,7450484,966
176916015,12437921,27000
176916287,6408056,147
176916597,1674185,3629
176917867,9742976,1715
176918326,1674185,3629
176918501,12929352,31819
176919382,8658748,10062
176920354,10496605,18594
176920683,7622199,140
176921115,8643734,132
176921594,1674185,3629
176922119,6819079,17345
176922655,1674185,3629
176924248,1674185,3629
176925788,6408056,147
176926702,7040763,684
176926990,7040763,684
176927015,13621708,2134
176927675,4781590,509
176927879,7040763,684
176927993,11165906,16486
176928016,7405732,1564
176928362,2288978,13721
176928745,4749342,31459
176930398,1674185,3629
176930671,745880 1,5766
176930862,2784088,12702
176933070,9284471,15580
176933565,9396651,52954
176934317,6408056,147
176935891,12397922,1744
176935980,11189123,560
176936889,13927696,10198
176937365,7324153,5769
176938385,3277127,8986
176939268,7545140,11452
176939614,6408056,147
176939619,1674185,3629
176940206,238169 1,705
176940274,2897514,1417
176940639,1674185,3629
176941140,1674185,3629
176941455,6408056,147
176941675,9742976,1715
176941886,1674185,3629
176943095,7524390,4920
176943250,9742976,1715
176943334,6408056,147
176945206,908501 6,17
176945509,9141191,11676
176945572,885650 8,2627
176945820,7405732,1564
176946029,13726980,64990
176946937,11199887,6939
176948992,10267533,9801
176949227,4252232,8496
176949648,3671008,2088
176949946,10896828,519
176950642,9719067,44497
176950749,6539618,12245
176950750,9149427,654
176953707,11091250,6805
176955476,11753447,1822
176955550,13264797,16412
176955700,11683610,22079
176955780,2430867,19741
176957919,3277127,8986
176957985,13016101,869
176960114,10187313,13506
176960943,5736358,4349
176962347,13029550,874
176962439,3920523,26770
176963009,13074259,24247
176963475,6408056,147
176963576,3920523,26770
176964100,6408056,147
176965951,2892960,17529
176965981,4252232,8496
176966731,1674185,3629
176966805,1674185,3629
176967019,1674185,3629
176968209,13621708,2134
176968778,7405732,1564
176970225,6408056,147
176971160,649824 5,28
176971300,6408056,147
176971632,1674185,3629
176971831,1113798,13405
176972445,5995067,29820
176972558,998240 1,389
176973007,6408056,147
176973505,1674185,3629
176973546,5360235,62713
176973773,7040763,684
176974258,1674185,3629
176975022,9704607,7915
176975624,7642326,17415
176975811,6408056,147
176976230,7901138,122
176976430,6517356,6345
176976848,1674185,3629
176977092,7753438,5698
176977250,2897514,1417
176977286,5644720,15236
176977336,7040763,684
176977514,745880 1,5766
176977669,4422809,573
176978670,10896828,519
176978686,3920523,26770
176978967,8027186,13502
176979502,1674185,3629
176980127,9443381,118089
176981951,10496605,18594
176982739,7040763,684
176983205,6408056,147
176983752,7150142,42297
176983812,13858402,14659
176984263,2778357,122
176984788,5998783,1379
176985523,6862099,8217
176986040,12429841,342
176988420,6954699,3677
176989171,1674185,3629
176989462,6408056,147
176989626,6408056,147
176989688,13927696,10198
176990462,13029550,874
176990541,1674185,3629
176991797,9110895,10644
176992104,7040763,684
176993308,9304733,1848
176993513,13658070,11584
176993799,1674185,3629
176994079,2571673,725
176994834,1674185,3629
176994981,6408056,147
176995889,1449370,31405
176996979,5366073,19637
176997195,13185439,14598
176997306,6408056,147
176998022,6408056,147
176998122,9742976,1715
176998668,6408056,147
176998935,1674185,3629
176999136,6954699,3677
176999643,6408056,147
177000197,1674185,3629
177000978,4781590,509
177006675,6954699,3677
177008808,6408056,147
177009866,6408056,147
177010033,10950790,10059
177010692,6408056,147
177012796,1326714,1025
177012868,7040961,11543
177012974,13342182,5940
177014668,7405732,1564
177015266,6438604,14814
177015915,11753447,1822
177016577,13621708,2134
177017116,2778357,122
177018475,5736358,4349
177019546,13823962,17677
177019644,1674185,3629
177019904,3517078,372
177020137,1674185,3629
177021664,8332110,107
177022452,8637108,2412
177023121,135478 2,250
177023727,6396370,5055
177024341,1674185,3629
177024988,12397922,1744
177025669,6408056,147
177026557,12512488,16646
177026662,1674185,3629
177026838,6408056,147
177027434,7040763,684
177027659,3119813,20202
177028162,6954699,3677
177028687,733964 4,86
177028842,7040763,684
177029199,1674185,3629
177029394,6954699,3677
177029880,6892254,10526
177030217,8039852,15992
177030218,7062004,7674
177030535,10807642,36909
177031098,1674185,3629
177031681,7901138,122
177031985,5117643,1253
177032410,2897514,1417
177032958,5239593,376
177033794,2400452,7514
177035042,6408056,147
177035234,1444958,11517
177037247,955491 3,53
177037882,6408056,147
177038465,6408056,147
177038534,1674185,3629
177039779,14153 12,7459
177040133,1265602,1602
177040165,7622199,140
177040530,3934361,1467
177040532,11753447,1822
177042590,6408056,147
177043673,2436987,4825
177044062,6408056,147
177045786,6408056,147
177045898,13979121,73083
177047152,7405732,1564
177047303,6408056,147
177047340,6954699,3677
177047436,6408056,147
177047909,3410753,2410
177047950,1674185,3629
177048284,7622199,140
177049618,3517078,372
177050730,9322231,5295
177051598,8457391,22720
177052103,2071309,1352
177052223,6408056,147
177052674,1674185,3629
177053746,1674185,3629
177053813,11881626,8821
177053904,1973611,4951
177053965,1674185,3629
177054400,6408056,147
177055640,398747 1,199
177055800,11753447,1822
177056522,6408056,147
177056865,6819079,17345
177056871,8130566,9064
177057309,9284471,15580
177057542,3920523,26770
177057812,7040763,684
177058119,9818210,46106
177058352,955491 3,53
177059141,2897514,1417
177059739,5976317,14205
177060784,11478013,2303
177062152,6408056,147
177062228,6408056,147
177062509,10950790,10059
177063898,2758322,4213
177064313,6408056,147
177064789,3478839,303
177064996,9497860,7784
177065726,6408056,147
177067833,5946219,6166
177068352,6408056,147
177068867,4781590,509
177069188,6408056,147
177069259,2800204,10636
177069268,7901138,122
177069473,1674185,3629
177070002,6408056,147
177070206,10899816,674
177070370,5478900,1474
177071116,6954699,3677
177071413,6954699,3677
177071990,1674185,3629
177072309,11753447,1822
177073822,7040763,684
177074432,6408056,147
177074697,6438604,14814
177074855,13397505,1155
177075406,7040763,684
177075784,7040763,684
177075797,7356185,6489
177075832,908501 6,17
177075838,11683610,22079
177077459,13858402,14659
177077670,7901138,122
177078561,130149 1,607149
177079161,3708455,21493
177079199,7622199,140
177080902,1674185,3629
177081793,11753447,1822
177081960,6408056,147
177083376,1326714,1025
177083725,2288978,13721
177084174,11769724,8911
177084572,10950790,10059
177084973,6624895,425
177085402,1674185,3629
177087058,12412155,18272
177087236,3049843,348
177087709,4321946,4979635
177087951,13979121,73083
177089362,6297216,239
177089900,7040763,684
177091455,875790 1,3850
177091609,6408056,147
177091916,3119813,20202
177092442,6408056,147
177093207,12260217,7070
177093814,8447929,7124
177095902,7253235,278
177097176,10579963,8413
177097298,10896828,519
177097742,6364127,10287
177099659,6408056,147
177102579,11443768,21372
177103082,6892254,10526
177103233,1674185,3629
177103931,11753447,1822
177104619,7040763,684
177104957,3049843,348
177105166,7952604,20489
177105434,4723036,2899
177105866,6683332,3722
177105955,11753447,1822
177106659,1674185,3629
177106660,5347368,3292
177106995,12151989,24194
177109775,10896828,519
177110094,13632957,12315
177110698,10896828,519
177110902,3478839,303
177110982,8390685,18421
177111527,7405732,1564
177111530,10013877,7463
177114121,1028166,388
177114559,8457391,22720
177114955,1674185,3629
177115120,13632957,12315
177115899,7040763,684
177116653,6408056,147
177117227,3285482,1131
177117610,8809034,1817
177118168,10319877,18900
177118458,1674185,3629
177119899,11478013,2303
177120482,9461080,8162
177120908,6698223,11970
177121020,1674185,3629
177121191,6408056,147
177122201,3491286,1697
177122741,1674185,3629
177123532,11753447,1822
177123914,2400452,7514
177124671,12253126,16341
177125687,5484284,15303
177127542,7622199,140
177128078,4055578,15103
177129147,2028585,34395
177129178,6408056,147
177129837,10542230,319
177129844,11631907,11797
177130878,6408056,147
177131146,6408056,147
177132883,11189123,560
177133050,6498101,16933
177133167,3920523,26770
177133325,1674185,3629
177133634,7405732,1564
177135232,1674185,3629
177136863,13209501,7976
177137277,6408056,147
177138553,13858402,14659
177138852,7967034,17617
177139685,10109245,4548
177140639,9284471,15580
177140640,11753447,1822
177141070,12940226,10747
177142297,9742976,1715
177142355,11753447,1822
177142448,2778357,122
177143152,10076575,2368
177143218,6408056,147
177143456,10509872,121312
177144743,12114477,3512
177145033,10896828,519
177145125,912219 1,3363
177145195,3920523,26770
177145795,12930159,4374
177146500,3069930,3233
177147320,8027186,13502
177148295,1418955,7424
177148331,11753447,1822
177150520,7040763,684
177151975,2813148,781
177152051,9704607,7915
177152362,1674185,3629
177152669,13621708,2134
177152723,6408056,147
177153013,1674185,3629
177153102,3285482,1131
177153120,13838717,6179
177153708,4524679,6351
177153977,10542230,319
177154614,6408056,147
177154875,10950790,10059
177155172,5644720,15236
177155521,13979121,73083
177155686,5347368,3292
177156092,2897514,1417
177157002,7040763,684
177157366,7405732,1564
177158240,6408056,147
177158536,3049843,348
177158766,7995707,2550
177160175,6408056,147
177160571,4781590,509
177161114,6408056,147
177161462,12998347,215
177163086,2784088,12702
177163821,1449370,31405
177164255,1674185,3629
177165800,7040763,684
177167778,6408056,147
177168137,5224361,3743
177169323,5347368,3292
177169641,8530045,9859
177170279,10509872,121312
177170401,6408056,147
177171357,7405732,1564
177171582,11753447,1822
177171844,3920523,26770
177172461,6408056,147
177173325,3285482,1131
177173338,3478839,303
177173402,10723012,30731
177174577,7150142,42297
177176208,11285179,19455
177176304,1674185,3629
177176669,875790 1,3850
177177617,12820838,17308
177178869,1674185,3629
177179713,7622199,140
177180752,10950790,10059
177181296,1674185,3629
177181455,1674185,3629
177181625,6408056,147
177181874,1674185,3629
177181901,9704607,7915
177183558,2623335,9764
177184611,1674185,3629
177184622,6408056,147
177184905,6408056,147
177185262,6408056,147
177185293,7253235,278
177185480,13588717,24755
177185536,1674185,3629
177187246,10902754,12166
177188534,2976119,8945
177189064,12313986,4789
177189175,7405732,1564
177189768,10243098,47428
177189809,6408056,147
177190471,10455661,14565
177191471,6408056,147
177191637,6408056,147
177191722,7572291,12052
177191792,8809034,1817
177192200,11350088,4197
177193363,6422567,58556
177194044,10284820,982
177194079,1674185,3629
177194236,7040763,684
177194647,6408056,147
177194650,13621708,2134
177195505,7040763,684
177196946,6819079,17345
177198208,2851372,15204
177198287,1674185,3629
177198544,7405732,1564
177198641,3049843,348
177199354,7040763,684
177200155,6408056,147
177200436,1674185,3629
177203259,10526925,567
177203645,6408056,147
177203765,487588 1,839
177204361,3478839,303
177204527,12397922,1744
177206464,13264797,16412
177207195,6408056,147
177208762,9647484,14046
177208839,9742976,1715
177210193,7545140,11452
177211744,637724 5,118
177212850,9149427,654
177213652,6408056,147
177213802,7405732,1564
177214410,12923650,37108
177214876,2430867,19741
177215163,7405732,1564
177216780,560464 1,529
177216816,6490680,8058
177217008,1674185,3629
177217094,11164951,2694
177217237,10899816,674
177217359,8105567,30638
177217565,11502815,14537
177217615,9843126,8930
177218372,3934361,1467
177219234,238169 1,705
177221151,7901138,122
177221585,7622199,140
177221960,1674185,3629
177223030,8815461,15238
177223432,5478900,1474
177224024,1674185,3629
177224968,10899816,674
177225567,13823962,17677
177226606,1186374,12234
177227632,4252232,8496
177227990,6408056,147
177228785,7040763,684
177229118,2897514,1417
177230366,12998347,215
177230863,11033015,32572
177231999,1674185,3629
177232644,13621708,2134
177233411,1674185,3629
177233621,6408056,147
177233938,12434132,19517
177235202,6954699,3677
177235683,6954699,3677
177235780,3495461,2894
177236237,3920523,26770
177236400,1113798,13405
177236499,6498101,16933
177237344,13292139,15424
177237383,1357488,10151
